ImgId,title,description,categories
B00000IWC5,Trivial Pursuit Millennium Edition [Board Game],"For the true Trivial Pursuit connoisseur! This fantastic version of the tremendously popular original celebrates ""the facts and follies of the past 1,000 years."" Moving around a circular track, players collect wedges for correct answers to questions such as: What island do most of the North Atlantic icebergs come from? What South African described meeting the Spice Girls as ""one of the greatest moments of my life""? How many men have walked on the moon? The remaining 3,597 questions (including those on 105 full-color photo cards) are housed in a collectible wedge-shaped tin package (10 inches by 13 inches)--along with the folding game board (18.5 inches in diameter), die, colorful transparent card holder, scoring wedges, and wedge holder. Players make their way to the hub through six categories of queries in hopes of answering the game-winning question. Don't wait till the next millennium for fun like this! For two to six players or teams.--Emilie Coulter",Toys & Games
B0000C52U4,Bianchi 19L Thumbsnap Holster - Browning Hi-Power (Tan),"The Bianchi Model 19L Thumbsnap Holster is a full grain leather hi-ride holster that is worn on the hip close to the body for concealability. It has soft suede lining for protection of the firearm. Made for semiautomatics it features a traditional thumb break design and carries the pistol at a slight forward cant. It features a wide belt loop for stability, a low-cut leading edge and Bianchi's Sight Channel to protect the front sites and for a smooth presentation. 1.75 in. (45 mm) belt loop.",Sports & Outdoors
B000PIAXY0,Kelty KIDS Journey Child Carrier (Cobalt / Silver),"The Kelty Journey is a great for day hikes and trips to the shopping mall. It includes a 5-point child harness, a self-deploying kickstand that opens up when you take off the pack, and a padded child cockpit with a removable and washable burp pad. The Journey harness is easy to adjust for perfect fit and comfortable weight distribution. It features contoured shoulder straps, a height adjustable sternum strap, load lifter straps, and a padded hipbelt. The carrier can be adjusted within a 7-inch range to fit almost any torso, and it can be done quickly and easily, with Kelty's new ""slider"" adjustment system. The Journey comes with a removable kid pack--it has its own straps for easy carrying, and is great for toting around toys, water bottles, or whatever. If you don't need a sun/rain hood (or plan to purchase it separately), the Journey is a solid pack that will last for years.Features:Climbing rope handlesToy loopsRemovable kid pack with shoulder strapsRemovable, washable cockpit padCurved, molded, shoulder strapsPadded, molded backpanel with single stay adjustmentTorso adjustment slider2-layer, 1-piece curved waist beltLoad lifter strapsSternum strapScherer cinch waist belt systemSafety Features:360 degrees of 3M reflective tapeAuto-deploy kickstand5-point harnessNo-Pinch Hinge (keeps little fingers and feet from being pinched while putting the carrier on)Specifications:Materials: 600D nylon ripstop / brushed nylonCarrier dimensions: 20 x 16.5 x 30 inchesCarrier weight: 6 pounds, 13 ouncesWeight capacity: 40 poundsTorso fit range: 15-22 inchesAdjustability: 7 inchesSeat length (front to back): 20 inchesSeat width: 16 inchesWarranty: LifetimeAbout KeltyKelty is based in Boulder, Colorado, and uses the natural backdrop of the Rocky Mountains to test, create, and continually innovate within their diverse outdoor product families of Apex, Backcountry, Trail, Basecamp and KIDS gear. Kelty combines the best in new technology with a healthy dose of common sense to create exceptionally made, affordably priced outdoor products.",Baby Products
B000EYQAHY,"Rockabye 85001 Luc Leafwalker Rocker - 9 Months to 3 Years, to 50 pounds","Rockabye 85001 Luc Leafwalker Rocker - 9 Months to 3 Years, to 50 pounds",Baby Products
B002RCING2,The First Years Toy Wipes,"The First Years Toy WipesThe First Years Toy Wipes are environment-friendly wipes that can be used to effectively clean toys and other surfaces that children touch, play or come in contact with. They contain no harmful chemicals or alcohol and are absolutely convenient for quick clean-up. They are very handy and ideal for on-the-go cleaning.Why You'll Love It:These toy wipes allow all play and no mess, while keeping kids safe from dust and allergens.FeaturesCleans toys, objects and surfacesFree from any harsh chemicals and alcoholHandy for on-the-go cleaning",Baby Products
B0002BIO2S,"YML H820 3-Level Hamster Cage, Blue","3/8"" bar spacing 3 level hamster cage in Blue comes with 3"" height heavy duty plastic base, 1 dish, house, wheel and 2 set of platforms and ladders. Color may vary on all accessories.",Pet Supplies
B000G7YM06,Sunshine Kids Radian65 Convertible Car Seat - Champagne,"Not all babies and toddlers fit the ""standard"" sizes for car seats and boosters. Some might be too tall for an infant seat but too light for a booster--and vice versa. The Sunshine Kids Radian 65 car seat aims to include those in-between children. With safety and performance at its core, Sunshine Kids designed an omnibus convertible that combines maximum protection, comfort, and ease of use. It starts with the steel alloy frame; complemented with expanded polystyrene (EPS) foam around the head, neck, and torso; and completed with comfort foam and plush padding. Install in a rear-facing position for infants five to 33 pounds via seatbelts or using the LATCH system (Lower Anchors and Tethers for Children). Strap baby in with the padded five-point harness and attach the two-piece sternum clip. Comfort pads will help prevent chafing on the neck and shoulders. Convert to a forward-facing booster seat for toddlers and children up to 65 pounds. You can use the five-point harness up to the maximum weight, and the five shoulder strap heights grow with the child. Feel safer knowing that your child has the same impact protection well into their school age years. The Sunshine Kids Radian 65 quickly folds for a depth of seven inches. The steel frame is less bulky than the normal plastic, and the narrow bottom allows for multiple car seats in the back. Manufacturer recommended age is birth and up with a maximum weight of 65 pounds and maximum height of 49 inches. --Scott Teal",Baby
291484980X,Evo,"The island of Krah is home to nomadic tribes and strange creatures long extinct elsewhere in the world. With a wildly unstable climate, the tribes survive as best they can by setting up camps in more or less hospitable areas. All lived with the fear that their lives and those of their beasts would be in danger someday. Thankfully, scientists were working around the clock to save the flocks of creatures. The inhabitants of Krah knew that the genetically modified creatures would survive. But for how long, Created by Philippe Keyaerts (Small World), Evo is a game of conquest in a hostile environment. To win, you will have to acquire gene that will allow you dinosaurs to improve (survive enemy attacks, face various climates or even lay more eggs, for example) in fast-paced auctions. But be careful don't spend too many mutation points in the auctions, because the winner of the game will be the player with the most of them at the end.",Toys & Games
B0000GJNXO,"Duvalin Strawberry Vanilla Candy Creams, 18 pieces",Duvalin Duvalin Strawberryvanilla candy creams.,Grocery & Gourmet Food
B006OSA1Z6,Swartz Ink Products-Royal Safari/Standard and Others Compatible Black And Red Twin Spool Typewriter Ribbon,"This ribbon works with the Royal 440, 470, 550, 560, Academy, Brittania, Cavalier, Cavalier 1000 and 1200, Centurion Deluxe, Century 2000, Custom, Custom III, Custom IV, Educator, Electress, Electric, Emperor, Empress, Express, Jubilee 10 and 12, Maxim 10, Office Master, Office Master Deluxe, Princess, Regal, Sabre, Safari I, II, III and IV, Standard and World Traveler. We give shipping refunds for purchasing multiple items.",All Electronics
B000EUMOZU,Infantino Penguin Bowling,Penguin bowling is a fun first game for little ones. There are six adorable numbered penguin pens and a soft colorful bowling ball,Baby
B0001EXNT0,Auto Ventshade 94421 Smoke Colored Ventvisor - 4 Piece,,Automotive
9861024336,Pink Vine Flower Red Heart Black Design Rubberized Snap on Hard Cover Protector Faceplate Cell Phone Case for Sprint Samsung Epic 4G Galaxy S+ Free iTuffy Flannel Bag,"Protect and personalize your Sprint Samsung Epic 4G Galaxy S with this Lastest Image Fashion Design Snap on Hard Plastic Protector Cover Case. This accessory can provides protection by preventing scratches and chips. Its perfect fit makes the phone look as slim as if it acted as an invisible shield. Hard plastic was reinforced to the front edges, sides and back of the phone to endure the life of this case. The hard plastic case surface was coated with rubberized material to give the case a rubber touch feeling which can provide you better grip and handling. The hard plastic protector case has openings precisely made for the top and side buttons, charger port/Dock Connector, headset jack and speaker to allow full access to all the functions the phone offers.  You Can slide open and close the Keypad without having to remove the phone case.What's Included:1 x Graphic Image Design Hard Plastic Cover Case1 x iTuffy Black Flannel BagYour order will be ship in cardboard box to ensure your items arrived safely!.",Cell Phones & Accessories
